DEALER_ID,DEALER_NAME,DEALER_BRANCH,Pincode,City,State,Category,FOS_NAME,FOS_CODE,STATUS
168138039,Dealer_510,Branch_68,411038,Pune,Maharashtra,Gyms And Spas,FOS_510,957940941,Mod Active
896027811,Dealer_511,Branch_88,411618,Pune,Maharashtra,Tyres,FOS_511,908683876,Mod Active
439848031,Dealer_512,Branch_49,411183,Pune,Maharashtra,Fine Dining/Organized Dining,FOS_512,951974868,Mod Active
243807207,Dealer_513,Branch_24,411209,Pune,Maharashtra,Watches,FOS_513,961397359,Active
778759506,Dealer_514,Branch_54,411549,Pune,Maharashtra,E-Bike,FOS_514,917266939,Mod Active
376359568,Dealer_515,Branch_22,411800,Pune,Maharashtra,Footwear,FOS_515,944534306,Inactive
652749324,Dealer_516,Branch_56,411568,Pune,Maharashtra,Insurance,FOS_516,902144957,Inactive
365428081,Dealer_517,Branch_93,411035,Pune,Maharashtra,Gyms And Spas,FOS_517,987134630,Mod Active
917229302,Dealer_518,Branch_10,411494,Pune,Maharashtra,Tyres,FOS_518,921016676,Active
168587017,Dealer_519,Branch_9,411670,Pune,Maharashtra,Watches,FOS_519,915672340,Active
566613547,Dealer_520,Branch_99,411416,Pune,Maharashtra,Insurance,FOS_520,912260709,Inactive
954589387,Dealer_521,Branch_91,411341,Pune,Maharashtra,Tyres,FOS_521,930969720,Inactive
957023831,Dealer_522,Branch_59,411646,Pune,Maharashtra,Pharmacy,FOS_522,903851274,Mod Active
646837556,Dealer_523,Branch_15,411785,Pune,Maharashtra,Fine Dining/Organized Dining,FOS_523,932127728,Active
254382002,Dealer_524,Branch_75,411409,Pune,Maharashtra,Sports Equipment,FOS_524,958307159,Active
981473988,Dealer_525,Branch_40,411414,Pune,Maharashtra,Hotels,FOS_525,967272859,Active
524073892,Dealer_526,Branch_64,411653,Pune,Maharashtra,Eyewear,FOS_526,932513959,Active
365008551,Dealer_527,Branch_44,411836,Pune,Maharashtra,Hotels,FOS_527,929249162,Inactive
570405152,Dealer_528,Branch_62,411339,Pune,Maharashtra,Sports Equipment,FOS_528,941245326,Mod Active
333842497,Dealer_529,Branch_25,411003,Pune,Maharashtra,Diagnostics,FOS_529,950877650,Mod Active
911510431,Dealer_530,Branch_87,411539,Pune,Maharashtra,Crockery And House Hold Items,FOS_530,945570030,Active
904224233,Dealer_531,Branch_96,411884,Pune,Maharashtra,Large Applainces,FOS_531,901386337,Active
650974912,Dealer_532,Branch_31,411301,Pune,Maharashtra,Vehicle Care / Servicing,FOS_532,906059879,Inactive
276042851,Dealer_533,Branch_98,411679,Pune,Maharashtra,Footwear,FOS_533,935073540,Mod Active
579019582,Dealer_534,Branch_15,411434,Pune,Maharashtra,Computer Accessories,FOS_534,943983585,Mod Active
216902536,Dealer_535,Branch_96,411084,Pune,Maharashtra,Power Backup,FOS_535,944833299,Active
828285988,Dealer_536,Branch_40,411187,Pune,Maharashtra,Diagnostics,FOS_536,951822318,Inactive
740408624,Dealer_537,Branch_51,411912,Pune,Maharashtra,Car Accessories / Auto Ancillaries,FOS_537,992933987,Mod Active
253128685,Dealer_538,Branch_59,411704,Pune,Maharashtra,Power Backup,FOS_538,980757103,Inactive
712952953,Dealer_539,Branch_58,411041,Pune,Maharashtra,Travel Agencies,FOS_539,914792575,Inactive
964180283,Dealer_540,Branch_86,411754,Pune,Maharashtra,Watches,FOS_540,913268209,Inactive
745848980,Dealer_541,Branch_61,411435,Pune,Maharashtra,Computer Accessories,FOS_541,904434155,Mod Active
758756689,Dealer_542,Branch_78,411133,Pune,Maharashtra,Others,FOS_542,908143045,Inactive
812519845,Dealer_543,Branch_38,411215,Pune,Maharashtra,Remi Gas Kit,FOS_543,988326196,Active
185446204,Dealer_544,Branch_94,411971,Pune,Maharashtra,Pharmacy,FOS_544,986489483,Inactive
560058418,Dealer_545,Branch_73,411398,Pune,Maharashtra,Toys,FOS_545,922703070,Mod Active
528054862,Dealer_546,Branch_30,411014,Pune,Maharashtra,Handicrafts,FOS_546,907164328,Active
707399218,Dealer_547,Branch_66,411484,Pune,Maharashtra,Power Backup,FOS_547,993298690,Mod Active
837207554,Dealer_548,Branch_40,411645,Pune,Maharashtra,Insurance,FOS_548,920839844,Active
186811009,Dealer_549,Branch_6,411354,Pune,Maharashtra,Eyewear,FOS_549,935223734,Active
121817922,Dealer_550,Branch_89,411969,Pune,Maharashtra,Handicrafts,FOS_550,978217675,Inactive
248117537,Dealer_551,Branch_49,411419,Pune,Maharashtra,Diagnostics,FOS_551,933253059,Mod Active
591881699,Dealer_552,Branch_34,411465,Pune,Maharashtra,Remi Gas Kit,FOS_552,978606231,Active
989142542,Dealer_553,Branch_86,411501,Pune,Maharashtra,Sports Equipment,FOS_553,996680946,Active
568126478,Dealer_554,Branch_37,411344,Pune,Maharashtra,Fine Dining/Organized Dining,FOS_554,998344283,Mod Active
717025022,Dealer_555,Branch_77,411355,Pune,Maharashtra,Water Purifier,FOS_555,911212458,Active
441758868,Dealer_556,Branch_7,411669,Pune,Maharashtra,Paints And Hardware,FOS_556,964255426,Inactive
345553165,Dealer_557,Branch_3,411616,Pune,Maharashtra,Gyms And Spas,FOS_557,955925601,Active
415515982,Dealer_558,Branch_78,411883,Pune,Maharashtra,High End Stationery,FOS_558,954266229,Active
396969696,Dealer_559,Branch_72,411087,Pune,Maharashtra,Fragmented Multi Brand Stores,FOS_559,919366639,Active
425493126,Dealer_560,Branch_8,411161,Pune,Maharashtra,Others,FOS_560,994556228,Inactive
330627408,Dealer_561,Branch_71,411350,Pune,Maharashtra,Diagnostics,FOS_561,968109693,Active
337988858,Dealer_562,Branch_3,411118,Pune,Maharashtra,Watches,FOS_562,966634504,Inactive
627739592,Dealer_563,Branch_72,411875,Pune,Maharashtra,Watches,FOS_563,963276835,Inactive
492360286,Dealer_564,Branch_38,411248,Pune,Maharashtra,Hotels,FOS_564,937662287,Inactive
976766700,Dealer_565,Branch_98,411839,Pune,Maharashtra,Bike Accessories,FOS_565,986774195,Mod Active
522322936,Dealer_566,Branch_21,411965,Pune,Maharashtra,LFR,FOS_566,984082108,Mod Active
920952955,Dealer_567,Branch_94,411122,Pune,Maharashtra,Water Purifier,FOS_567,905575963,Active
943940386,Dealer_568,Branch_13,411035,Pune,Maharashtra,Crockery And House Hold Items,FOS_568,905770112,Mod Active
758543882,Dealer_569,Branch_58,411180,Pune,Maharashtra,Large Applainces,FOS_569,979691138,Active
967122340,Dealer_570,Branch_77,411361,Pune,Maharashtra,Footwear,FOS_570,961204374,Active
899745200,Dealer_571,Branch_10,411157,Pune,Maharashtra,Crockery And House Hold Items,FOS_571,961538117,Mod Active
311701301,Dealer_572,Branch_75,411747,Pune,Maharashtra,Insurance,FOS_572,968692844,Active
300909760,Dealer_573,Branch_48,411102,Pune,Maharashtra,Lighting,FOS_573,951935804,Inactive
546109994,Dealer_574,Branch_9,411798,Pune,Maharashtra,Cycles,FOS_574,971755830,Active
591328282,Dealer_575,Branch_22,411217,Pune,Maharashtra,Handicrafts,FOS_575,946065922,Inactive
926761255,Dealer_576,Branch_23,411912,Pune,Maharashtra,Remi Gas Kit,FOS_576,920477158,Mod Active
704347672,Dealer_577,Branch_32,411509,Pune,Maharashtra,Sewing Machines.,FOS_577,973829540,Mod Active
213603132,Dealer_578,Branch_82,411896,Pune,Maharashtra,Vehicle Care / Servicing,FOS_578,928061232,Inactive
773126168,Dealer_579,Branch_48,411898,Pune,Maharashtra,Sports Equipment,FOS_579,992279657,Mod Active
320888059,Dealer_580,Branch_33,411170,Pune,Maharashtra,Diagnostics,FOS_580,981479876,Mod Active
397723027,Dealer_581,Branch_59,411756,Pune,Maharashtra,Fine Dining/Organized Dining,FOS_581,928883261,Inactive
629001816,Dealer_582,Branch_99,411274,Pune,Maharashtra,Handicrafts,FOS_582,971915583,Inactive
975765299,Dealer_583,Branch_72,411038,Pune,Maharashtra,Gyms And Spas,FOS_583,945710598,Active
153092024,Dealer_584,Branch_14,411362,Pune,Maharashtra,Fine Dining/Organized Dining,FOS_584,922097975,Active
428936358,Dealer_585,Branch_3,411468,Pune,Maharashtra,Handicrafts,FOS_585,973456992,Mod Active
866732732,Dealer_586,Branch_9,411624,Pune,Maharashtra,Eyewear,FOS_586,943904515,Inactive
930503143,Dealer_587,Branch_62,411171,Pune,Maharashtra,Gyms And Spas,FOS_587,988541117,Inactive
540934445,Dealer_588,Branch_98,411101,Pune,Maharashtra,Handicrafts,FOS_588,911322778,Inactive
932245951,Dealer_589,Branch_22,411054,Pune,Maharashtra,High End Stationery,FOS_589,946565940,Active
750093409,Dealer_590,Branch_97,411927,Pune,Maharashtra,Diagnostics,FOS_590,979984065,Active
971281605,Dealer_591,Branch_90,411295,Pune,Maharashtra,Others,FOS_591,986941137,Mod Active
168557384,Dealer_592,Branch_7,411827,Pune,Maharashtra,Bike Accessories,FOS_592,912450557,Mod Active
744755294,Dealer_593,Branch_19,411634,Pune,Maharashtra,Paints And Hardware,FOS_593,958824059,Inactive
414471307,Dealer_594,Branch_41,411743,Pune,Maharashtra,Footwear,FOS_594,965954432,Inactive
739951746,Dealer_595,Branch_47,411881,Pune,Maharashtra,Others,FOS_595,904305686,Mod Active
171837690,Dealer_596,Branch_60,411109,Pune,Maharashtra,Gyms And Spas,FOS_596,979713207,Active
301291530,Dealer_597,Branch_97,411069,Pune,Maharashtra,Paints And Hardware,FOS_597,906952091,Active
582940894,Dealer_598,Branch_35,411484,Pune,Maharashtra,Musical Instruments,FOS_598,938585692,Inactive
797552434,Dealer_599,Branch_87,411581,Pune,Maharashtra,Gyms And Spas,FOS_599,948985190,Inactive
853583061,Dealer_600,Branch_95,411658,Pune,Maharashtra,LFR,FOS_600,997754129,Active
704870671,Dealer_601,Branch_95,411457,Pune,Maharashtra,Water Purifier,FOS_601,910704556,Active
906674824,Dealer_602,Branch_25,411026,Pune,Maharashtra,Cycles,FOS_602,946388204,Mod Active
784045929,Dealer_603,Branch_68,411881,Pune,Maharashtra,Crockery And House Hold Items,FOS_603,924211709,Mod Active
571568295,Dealer_604,Branch_10,411307,Pune,Maharashtra,Paints And Hardware,FOS_604,950270502,Active
407020103,Dealer_605,Branch_40,411512,Pune,Maharashtra,Pharmacy,FOS_605,907609174,Mod Active
955643308,Dealer_606,Branch_16,411059,Pune,Maharashtra,Sports Equipment,FOS_606,938391966,Mod Active
702890859,Dealer_607,Branch_78,411805,Pune,Maharashtra,Handicrafts,FOS_607,951494755,Inactive
147917111,Dealer_608,Branch_57,411946,Pune,Maharashtra,Pharmacy,FOS_608,922070880,Inactive
832953140,Dealer_609,Branch_92,411631,Pune,Maharashtra,Footwear,FOS_609,984075675,Active
495478445,Dealer_610,Branch_99,411498,Pune,Maharashtra,Departmental Stores,FOS_610,949384864,Mod Active
390509270,Dealer_611,Branch_70,411419,Pune,Maharashtra,Fine Dining/Organized Dining,FOS_611,952834648,Inactive
134880947,Dealer_612,Branch_78,411500,Pune,Maharashtra,Insurance,FOS_612,943750800,Active
940641165,Dealer_613,Branch_60,411437,Pune,Maharashtra,Crockery And House Hold Items,FOS_613,997023027,Inactive
324381509,Dealer_614,Branch_93,411407,Pune,Maharashtra,Pets Accessories,FOS_614,977273531,Active
806494942,Dealer_615,Branch_57,411233,Pune,Maharashtra,Large Applainces,FOS_615,908014805,Inactive
832555095,Dealer_616,Branch_92,411465,Pune,Maharashtra,Handicrafts,FOS_616,960865712,Mod Active
438550757,Dealer_617,Branch_17,411624,Pune,Maharashtra,Fine Dining/Organized Dining,FOS_617,928471479,Mod Active
307880630,Dealer_618,Branch_97,411450,Pune,Maharashtra,Car Accessories / Auto Ancillaries,FOS_618,974015684,Mod Active
699989995,Dealer_619,Branch_28,411391,Pune,Maharashtra,Gyms And Spas,FOS_619,919892540,Mod Active
434840453,Dealer_620,Branch_17,411448,Pune,Maharashtra,High End Stationery,FOS_620,962123497,Inactive
479936939,Dealer_621,Branch_2,411335,Pune,Maharashtra,Car Accessories / Auto Ancillaries,FOS_621,988527104,Active
772037050,Dealer_622,Branch_7,411218,Pune,Maharashtra,Fine Dining/Organized Dining,FOS_622,993008378,Mod Active
262740854,Dealer_623,Branch_65,411534,Pune,Maharashtra,Vehicle Care / Servicing,FOS_623,916530407,Active
888807611,Dealer_624,Branch_42,411221,Pune,Maharashtra,Watches,FOS_624,972830016,Active
183365134,Dealer_625,Branch_42,411940,Pune,Maharashtra,Sports Equipment,FOS_625,985542181,Inactive
368775113,Dealer_626,Branch_15,411303,Pune,Maharashtra,Lighting,FOS_626,964183013,Mod Active
343317637,Dealer_627,Branch_33,411038,Pune,Maharashtra,E-Bike,FOS_627,985931064,Active
829079483,Dealer_628,Branch_64,411319,Pune,Maharashtra,Computer Accessories,FOS_628,995782911,Inactive
785573070,Dealer_629,Branch_57,411183,Pune,Maharashtra,Bike Accessories,FOS_629,966520591,Mod Active
921207814,Dealer_630,Branch_35,411632,Pune,Maharashtra,Others,FOS_630,933009447,Active
797032392,Dealer_631,Branch_25,411417,Pune,Maharashtra,Computer Accessories,FOS_631,921750441,Inactive
897595375,Dealer_632,Branch_57,411985,Pune,Maharashtra,Vehicle Care / Servicing,FOS_632,965197922,Mod Active
987996301,Dealer_633,Branch_18,411457,Pune,Maharashtra,Lighting,FOS_633,931503269,Mod Active
891803429,Dealer_634,Branch_64,411695,Pune,Maharashtra,Travel Agencies,FOS_634,983536560,Active
599204499,Dealer_635,Branch_8,411612,Pune,Maharashtra,Footwear,FOS_635,992540118,Active
991059542,Dealer_636,Branch_46,411769,Pune,Maharashtra,Eyewear,FOS_636,938274910,Mod Active
549129101,Dealer_637,Branch_32,411652,Pune,Maharashtra,Watches,FOS_637,999565488,Inactive
918380570,Dealer_638,Branch_53,411673,Pune,Maharashtra,Computer Accessories,FOS_638,934689431,Inactive
463046033,Dealer_639,Branch_10,411660,Pune,Maharashtra,Medical Accessories,FOS_639,999097179,Mod Active
977967829,Dealer_640,Branch_24,411745,Pune,Maharashtra,LFR,FOS_640,916452022,Mod Active
742814508,Dealer_641,Branch_86,411519,Pune,Maharashtra,Home Security Systems,FOS_641,976204050,Active
459758168,Dealer_642,Branch_23,411741,Pune,Maharashtra,Insurance,FOS_642,947803765,Active
736745422,Dealer_643,Branch_7,411769,Pune,Maharashtra,Spa And Salon,FOS_643,913209463,Active
506171696,Dealer_644,Branch_68,411627,Pune,Maharashtra,Others,FOS_644,951015217,Inactive
382324110,Dealer_645,Branch_41,411100,Pune,Maharashtra,Home Security Systems,FOS_645,912944063,Inactive
680643163,Dealer_646,Branch_42,411031,Pune,Maharashtra,Power Tools,FOS_646,954652211,Mod Active
400239552,Dealer_647,Branch_71,411820,Pune,Maharashtra,Paints And Hardware,FOS_647,963379149,Mod Active
835356208,Dealer_648,Branch_52,411102,Pune,Maharashtra,Fine Dining/Organized Dining,FOS_648,959606397,Inactive
835029514,Dealer_649,Branch_11,411384,Pune,Maharashtra,Lighting,FOS_649,906411041,Mod Active
825299971,Dealer_650,Branch_26,411057,Pune,Maharashtra,Sewing Machines.,FOS_650,993428589,Active
791733102,Dealer_651,Branch_7,411373,Pune,Maharashtra,Cycles,FOS_651,906050381,Inactive
658255803,Dealer_652,Branch_48,411829,Pune,Maharashtra,Furnishing,FOS_652,960978416,Mod Active
957671901,Dealer_653,Branch_62,411826,Pune,Maharashtra,Travel Agencies,FOS_653,925874696,Inactive
561040267,Dealer_654,Branch_92,411578,Pune,Maharashtra,Crockery And House Hold Items,FOS_654,934086075,Active
164115540,Dealer_655,Branch_36,411192,Pune,Maharashtra,Apparels,FOS_655,998049492,Active
463738315,Dealer_656,Branch_16,411892,Pune,Maharashtra,Paints And Hardware,FOS_656,985264825,Mod Active
425616134,Dealer_657,Branch_62,411193,Pune,Maharashtra,Computer Accessories,FOS_657,937169344,Inactive
322942213,Dealer_658,Branch_67,411084,Pune,Maharashtra,Apparels,FOS_658,978598757,Mod Active
803646327,Dealer_659,Branch_83,411315,Pune,Maharashtra,Travel Agencies,FOS_659,932148629,Mod Active
150520310,Dealer_660,Branch_84,411012,Pune,Maharashtra,Small Appliances,FOS_660,983459449,Mod Active
395563928,Dealer_661,Branch_71,411300,Pune,Maharashtra,Spa And Salon,FOS_661,925578866,Inactive
624544487,Dealer_662,Branch_30,411965,Pune,Maharashtra,Others,FOS_662,915340729,Mod Active
874578576,Dealer_663,Branch_55,411883,Pune,Maharashtra,Lighting,FOS_663,957451648,Inactive
955483625,Dealer_664,Branch_44,411437,Pune,Maharashtra,Medical Accessories,FOS_664,995548352,Mod Active
806447152,Dealer_665,Branch_28,411445,Pune,Maharashtra,Others,FOS_665,923875054,Mod Active
880070487,Dealer_666,Branch_61,411651,Pune,Maharashtra,LFR,FOS_666,926744933,Mod Active
794128106,Dealer_667,Branch_87,411626,Pune,Maharashtra,Musical Instruments,FOS_667,911976905,Inactive
579224752,Dealer_668,Branch_8,411646,Pune,Maharashtra,Medical Accessories,FOS_668,962333896,Active
776947180,Dealer_669,Branch_44,411197,Pune,Maharashtra,Paints And Hardware,FOS_669,903927902,Inactive
454572038,Dealer_670,Branch_33,411013,Pune,Maharashtra,Pets Accessories,FOS_670,955842836,Inactive
654830171,Dealer_671,Branch_40,411594,Pune,Maharashtra,Fine Dining/Organized Dining,FOS_671,941866006,Active
699016779,Dealer_672,Branch_8,411871,Pune,Maharashtra,Apparels,FOS_672,992920475,Inactive
103193303,Dealer_673,Branch_67,411013,Pune,Maharashtra,Remi Gas Kit,FOS_673,963012102,Active
823335003,Dealer_674,Branch_9,411665,Pune,Maharashtra,Pets Accessories,FOS_674,920467067,Inactive
642365343,Dealer_675,Branch_17,411127,Pune,Maharashtra,Fine Dining/Organized Dining,FOS_675,950559104,Active
793495870,Dealer_676,Branch_67,411057,Pune,Maharashtra,Small Appliances,FOS_676,964279158,Active
853493502,Dealer_677,Branch_16,411172,Pune,Maharashtra,Eyewear,FOS_677,992228638,Mod Active
719362233,Dealer_678,Branch_74,411360,Pune,Maharashtra,Remi Gas Kit,FOS_678,914234298,Active
200584798,Dealer_679,Branch_61,411393,Pune,Maharashtra,Luggage,FOS_679,975874820,Mod Active
381799471,Dealer_680,Branch_25,411208,Pune,Maharashtra,Furnishing,FOS_680,954492180,Inactive
823094022,Dealer_681,Branch_50,411659,Pune,Maharashtra,Departmental Stores,FOS_681,974553365,Active
782762562,Dealer_682,Branch_73,411398,Pune,Maharashtra,Water Purifier,FOS_682,916516962,Active
786203150,Dealer_683,Branch_23,411154,Pune,Maharashtra,Watches,FOS_683,964799073,Active
268755605,Dealer_684,Branch_75,411351,Pune,Maharashtra,Fine Dining/Organized Dining,FOS_684,921729477,Active
461206766,Dealer_685,Branch_52,411761,Pune,Maharashtra,Power Backup,FOS_685,958800972,Active
669970986,Dealer_686,Branch_31,411795,Pune,Maharashtra,Hotels,FOS_686,937670724,Inactive
820436110,Dealer_687,Branch_1,411626,Pune,Maharashtra,Power Backup,FOS_687,971844939,Mod Active
485680615,Dealer_688,Branch_95,411260,Pune,Maharashtra,Furnishing,FOS_688,953659323,Mod Active
321380174,Dealer_689,Branch_70,411156,Pune,Maharashtra,Power Backup,FOS_689,965288574,Inactive
785703919,Dealer_690,Branch_24,411648,Pune,Maharashtra,Home Security Systems,FOS_690,987990949,Mod Active
161651739,Dealer_691,Branch_91,411198,Pune,Maharashtra,Power Backup,FOS_691,954764642,Inactive
746343129,Dealer_692,Branch_47,411349,Pune,Maharashtra,Medical Accessories,FOS_692,919624245,Inactive
939644177,Dealer_693,Branch_80,411690,Pune,Maharashtra,Handicrafts,FOS_693,948677571,Active
732550604,Dealer_694,Branch_57,411475,Pune,Maharashtra,Computer Accessories,FOS_694,988453567,Mod Active
669891325,Dealer_695,Branch_1,411250,Pune,Maharashtra,Furnishing,FOS_695,953077558,Active
517543811,Dealer_696,Branch_81,411858,Pune,Maharashtra,Paints And Hardware,FOS_696,919091553,Inactive
292047394,Dealer_697,Branch_90,411373,Pune,Maharashtra,Spa And Salon,FOS_697,968586886,Active
858290821,Dealer_698,Branch_93,411334,Pune,Maharashtra,Small Appliances,FOS_698,933635524,Active
840567253,Dealer_699,Branch_16,411814,Pune,Maharashtra,High End Stationery,FOS_699,986997146,Inactive
698528487,Dealer_700,Branch_8,411270,Pune,Maharashtra,Footwear,FOS_700,990120478,Inactive
336416079,Dealer_701,Branch_33,411994,Pune,Maharashtra,Watches,FOS_701,936858918,Active
180539794,Dealer_702,Branch_54,411389,Pune,Maharashtra,Medical Accessories,FOS_702,972589652,Mod Active
471254014,Dealer_703,Branch_2,411826,Pune,Maharashtra,Sports Equipment,FOS_703,986477391,Inactive
962678452,Dealer_704,Branch_30,411103,Pune,Maharashtra,Gyms And Spas,FOS_704,903328701,Active
468325830,Dealer_705,Branch_89,411650,Pune,Maharashtra,Gyms And Spas,FOS_705,925796167,Active
487356076,Dealer_706,Branch_75,411468,Pune,Maharashtra,Eyewear,FOS_706,907129033,Active
127213913,Dealer_707,Branch_97,411849,Pune,Maharashtra,Pets Accessories,FOS_707,980665974,Mod Active
595040909,Dealer_708,Branch_95,411877,Pune,Maharashtra,Lighting,FOS_708,967627344,Inactive
570090575,Dealer_709,Branch_25,411426,Pune,Maharashtra,High End Stationery,FOS_709,982285439,Inactive
396685268,Dealer_710,Branch_14,411729,Pune,Maharashtra,Musical Instruments,FOS_710,919601672,Inactive
945917966,Dealer_711,Branch_31,411793,Pune,Maharashtra,Watches,FOS_711,973179207,Mod Active
916338644,Dealer_712,Branch_23,411138,Pune,Maharashtra,Luggage,FOS_712,952219199,Active
266610148,Dealer_713,Branch_16,411691,Pune,Maharashtra,Travel Agencies,FOS_713,985155114,Active
369249815,Dealer_714,Branch_8,411075,Pune,Maharashtra,Diagnostics,FOS_714,988092632,Mod Active
953237381,Dealer_715,Branch_59,411533,Pune,Maharashtra,E-Bike,FOS_715,958054212,Mod Active
526800576,Dealer_716,Branch_10,411652,Pune,Maharashtra,Sewing Machines.,FOS_716,969262634,Inactive
163482331,Dealer_717,Branch_12,411421,Pune,Maharashtra,Pets Accessories,FOS_717,930711098,Inactive
594293968,Dealer_718,Branch_65,411817,Pune,Maharashtra,Cycles,FOS_718,978943757,Inactive
182097198,Dealer_719,Branch_22,411695,Pune,Maharashtra,Sports Equipment,FOS_719,970614594,Mod Active
160750004,Dealer_720,Branch_35,411518,Pune,Maharashtra,Tyres,FOS_720,953797264,Mod Active
869706254,Dealer_721,Branch_93,411592,Pune,Maharashtra,Crockery And House Hold Items,FOS_721,928339594,Mod Active
342667650,Dealer_722,Branch_31,411102,Pune,Maharashtra,Furnishing,FOS_722,934861072,Mod Active
689915144,Dealer_723,Branch_89,411143,Pune,Maharashtra,Eyewear,FOS_723,944708717,Active
984938126,Dealer_724,Branch_22,411570,Pune,Maharashtra,LFR,FOS_724,929592081,Active
785222101,Dealer_725,Branch_44,411611,Pune,Maharashtra,Lighting,FOS_725,996789654,Active
663664900,Dealer_726,Branch_89,411577,Pune,Maharashtra,Car Accessories / Auto Ancillaries,FOS_726,980224223,Active
526173810,Dealer_727,Branch_58,411430,Pune,Maharashtra,Gyms And Spas,FOS_727,971976760,Active
662657476,Dealer_728,Branch_5,411042,Pune,Maharashtra,Power Tools,FOS_728,914908625,Mod Active
889188381,Dealer_729,Branch_12,411640,Pune,Maharashtra,Sports Equipment,FOS_729,907237190,Mod Active
960391660,Dealer_730,Branch_76,411181,Pune,Maharashtra,Musical Instruments,FOS_730,901352289,Mod Active
782522356,Dealer_731,Branch_29,411489,Pune,Maharashtra,Car Accessories / Auto Ancillaries,FOS_731,930671356,Mod Active
197696068,Dealer_732,Branch_32,411935,Pune,Maharashtra,Crockery And House Hold Items,FOS_732,989537784,Mod Active
139685994,Dealer_733,Branch_70,411703,Pune,Maharashtra,E-Bike,FOS_733,915922118,Inactive
242142645,Dealer_734,Branch_46,411971,Pune,Maharashtra,Furnishing,FOS_734,902175186,Inactive
412162542,Dealer_735,Branch_75,411286,Pune,Maharashtra,Pharmacy,FOS_735,918413377,Active
476724937,Dealer_736,Branch_12,411860,Pune,Maharashtra,Footwear,FOS_736,976575601,Inactive
140296380,Dealer_737,Branch_67,411446,Pune,Maharashtra,Tyres,FOS_737,919261159,Inactive
261909200,Dealer_738,Branch_35,411008,Pune,Maharashtra,Small Appliances,FOS_738,930649993,Inactive
543132349,Dealer_739,Branch_23,411725,Pune,Maharashtra,Musical Instruments,FOS_739,947260374,Inactive
444555826,Dealer_740,Branch_23,411688,Pune,Maharashtra,Remi Gas Kit,FOS_740,928240029,Inactive
132602261,Dealer_741,Branch_7,411859,Pune,Maharashtra,Small Appliances,FOS_741,963460486,Mod Active
263352239,Dealer_742,Branch_41,411014,Pune,Maharashtra,High End Stationery,FOS_742,963164148,Active
499049564,Dealer_743,Branch_50,411095,Pune,Maharashtra,Luggage,FOS_743,924218826,Active
342227228,Dealer_744,Branch_50,411347,Pune,Maharashtra,Musical Instruments,FOS_744,916933321,Active
879466633,Dealer_745,Branch_69,411516,Pune,Maharashtra,Toys,FOS_745,959053131,Inactive
497568353,Dealer_746,Branch_34,411140,Pune,Maharashtra,High End Stationery,FOS_746,964764414,Active
291457004,Dealer_747,Branch_78,411605,Pune,Maharashtra,Watches,FOS_747,931912730,Inactive
406421814,Dealer_748,Branch_96,411310,Pune,Maharashtra,Luggage,FOS_748,952539309,Inactive
705509227,Dealer_749,Branch_6,411984,Pune,Maharashtra,Pets Accessories,FOS_749,917026590,Inactive
173381598,Dealer_750,Branch_23,411673,Pune,Maharashtra,LFR,FOS_750,976988006,Mod Active
898299195,Dealer_751,Branch_34,411864,Pune,Maharashtra,Handicrafts,FOS_751,973745579,Mod Active
942783907,Dealer_752,Branch_53,411259,Pune,Maharashtra,Medical Accessories,FOS_752,908742200,Active
198250984,Dealer_753,Branch_83,411665,Pune,Maharashtra,Fragmented Multi Brand Stores,FOS_753,903150845,Mod Active
879956458,Dealer_754,Branch_57,411948,Pune,Maharashtra,Travel Agencies,FOS_754,958991693,Mod Active
775535924,Dealer_755,Branch_95,411877,Pune,Maharashtra,Water Purifier,FOS_755,972652484,Inactive
925821990,Dealer_756,Branch_33,411454,Pune,Maharashtra,Computer Accessories,FOS_756,999132064,Mod Active
312476200,Dealer_757,Branch_93,411433,Pune,Maharashtra,Toys,FOS_757,943368955,Inactive
663953100,Dealer_758,Branch_6,411963,Pune,Maharashtra,Computer Accessories,FOS_758,979852965,Inactive
783443943,Dealer_759,Branch_9,411204,Pune,Maharashtra,Home Security Systems,FOS_759,996697038,Active
617990455,Dealer_760,Branch_98,411003,Pune,Maharashtra,Sports Equipment,FOS_760,983278768,Inactive
905297123,Dealer_761,Branch_62,411424,Pune,Maharashtra,Hotels,FOS_761,951371520,Inactive
240517204,Dealer_762,Branch_64,411658,Pune,Maharashtra,Handicrafts,FOS_762,909349420,Inactive
144793278,Dealer_763,Branch_75,411184,Pune,Maharashtra,Toys,FOS_763,977791404,Inactive
453121746,Dealer_764,Branch_87,411825,Pune,Maharashtra,Crockery And House Hold Items,FOS_764,964979620,Inactive
602172821,Dealer_765,Branch_13,411755,Pune,Maharashtra,Tyres,FOS_765,971613067,Inactive
509693097,Dealer_766,Branch_83,411309,Pune,Maharashtra,Paints And Hardware,FOS_766,902918929,Inactive
520228518,Dealer_767,Branch_36,411513,Pune,Maharashtra,Home Security Systems,FOS_767,982343671,Mod Active
512302553,Dealer_768,Branch_14,411863,Pune,Maharashtra,Furnishing,FOS_768,992928936,Inactive
506714919,Dealer_769,Branch_28,411565,Pune,Maharashtra,Diagnostics,FOS_769,988472734,Mod Active
917356021,Dealer_770,Branch_73,411744,Pune,Maharashtra,Insurance,FOS_770,910750202,Inactive
235994932,Dealer_771,Branch_32,411212,Pune,Maharashtra,Furnishing,FOS_771,970641602,Inactive
